# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = code_5_model
# start_datetime = 2022-04-05 09:22:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = E:\AGH\2022-1\2_Data_Analytics\lab2\samples\code_5-20220405112223_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-1.9644,1,0.693489,2,3,0,2.70488,0.979654
-3.01627,0.964323,0.693489,1,3,0,3.82401,0.6198
-1.93165,0.792995,0.693489,3,7,0,4.16285,1.01179
-3.10915,0.95027,0.693489,3,7,0,3.63239,0.608103
-3.31034,0.996811,0.693489,1,1,0,3.31884,0.586854
-1.96831,0.941101,0.693489,2,7,0,2.9923,2.09762
-1.96831,0.899032,0.693489,1,1,0,2.17425,2.09762
-1.96831,0.0172998,0.693489,1,1,0,4.25114,2.09762
-1.77257,0.847834,0.693489,2,3,0,2.52605,1.48588
-2.06565,0.908799,0.693489,1,3,0,2.39529,0.901299
-2.5846,0.669442,0.693489,2,3,0,3.51854,3.03318
-3.68547,0.603016,0.693489,3,7,0,4.25945,0.558316
-3.61512,1,0.693489,1,1,0,3.73383,0.562792
-3.59592,0.996361,0.693489,2,3,0,4.34903,0.564076
-2.32791,0.995582,0.693489,1,3,0,4.40571,0.773364
-2.73339,0.987119,0.693489,2,3,0,2.82341,0.66532
-2.68738,1,0.693489,2,3,0,2.77573,0.674504
-2.62971,1,0.693489,2,3,0,2.72325,0.686898
-2.80222,0.998291,0.693489,2,3,0,2.80993,0.652629
-3.94601,0.73634,0.693489,1,3,0,4.5085,0.544447
-3.51868,0.999764,0.693489,2,3,0,4.09158,0.569527
-2.53596,0.780518,0.693489,1,3,0,3.90102,0.709434
-2.31435,1,0.693489,1,1,0,2.52572,0.778392
-2.2539,1,0.693489,2,3,0,2.33382,0.802461
-2.09765,1,0.693489,1,1,0,2.24375,0.881136
-2.01037,1,0.693489,1,1,0,2.09487,0.940841
-1.83157,0.975062,0.693489,1,3,0,2.42252,1.77257
-1.77432,0.994226,0.693489,1,3,0,1.86857,1.35628
-2.03373,0.954753,0.693489,1,3,0,2.20845,0.923312
-2.0171,1,0.693489,1,1,0,2.05483,0.935655
-2.73842,0.952281,0.693489,3,7,0,3.5126,0.664352
-2.74459,0.999827,0.693489,1,1,0,2.8066,0.663173
-3.78729,0.783685,0.693489,1,3,0,4.23535,0.552424
-2.91314,0.999026,0.693489,2,3,0,4.12476,0.634486
-2.03671,0.994535,0.693489,1,3,0,3.32348,0.921167
-2.12651,0.993102,0.693489,1,1,0,2.13163,0.864354
-2.89091,0.824046,0.693489,1,3,0,3.19821,0.637913
-3.17097,0.994285,0.693489,1,1,0,3.17109,0.601023
-2.32619,0.998272,0.693489,1,3,0,3.45091,0.773992
-2.23166,1,0.693489,1,1,0,2.33365,0.812071
-2.29411,0.996506,0.693489,1,1,0,2.31519,0.786138
-2.27665,1,0.693489,1,1,0,2.33238,0.793067
-1.78637,0.991245,0.693489,2,7,0,2.21463,1.59549
-1.98308,0.926811,0.693489,1,3,0,2.29969,0.963105
-2.85228,0.862658,0.693489,1,3,0,3.37171,0.644111
-1.86714,0.989246,0.693489,1,3,0,3.57124,1.09216
-2.67609,0.888127,0.693489,1,3,0,3.26077,0.67685
-1.81581,0.883677,0.693489,3,7,0,3.22902,1.18821
-2.12958,0.95403,0.693489,1,3,0,2.24836,0.862642
-2.12756,1,0.693489,1,1,0,2.16602,0.863768
-2.70066,0.894441,0.693489,1,3,0,2.84355,0.671793
-2.30401,0.956961,0.693489,3,7,0,2.78853,0.78231
-1.8157,0.99755,0.693489,1,3,0,2.51099,1.18847
-1.8157,0.0459845,0.693489,1,1,0,5.92278,1.18847
-2.00994,0.958807,0.693489,2,3,0,3.11293,0.941173
-2.12723,0.996881,0.693489,2,3,0,2.12823,0.863955
-1.77525,0.999831,0.693489,1,3,0,2.32242,1.34772
-1.90235,0.968713,0.693489,2,3,0,2.0168,1.04484
-1.77487,0.936605,0.693489,2,3,0,2.45951,1.51358
-2.42992,0.76934,0.693489,1,3,0,3.39234,0.739225
-1.7733,0.983524,0.693489,1,3,0,2.99351,1.36715
-1.7982,0.996045,0.693489,1,3,0,1.80294,1.23715
-1.79405,0.991904,0.693489,1,3,0,1.8779,1.63428
-1.78885,0.991146,0.693489,1,3,0,1.86098,1.27106
-1.91132,0.975599,0.693489,1,3,0,2.03411,1.97808
-1.88751,1,0.693489,1,1,0,1.93099,1.923
-1.87061,1,0.693489,1,1,0,1.9054,1.88129
-1.87472,0.926427,0.693489,1,3,0,2.24246,1.08109
-3.23604,0.888946,0.693489,1,3,0,4.81321,0.594116
-2.00646,0.770782,0.693489,3,7,0,2.93109,2.17087
-2.62291,0.762362,0.693489,1,1,0,2.67787,3.08247
-2.49451,0.963257,0.693489,3,7,0,2.90682,0.720479
-3.38148,0.809968,0.693489,1,3,0,3.70569,0.580466
-3.68023,0.996681,0.693489,1,1,0,3.68053,0.558638
-2.72955,1,0.693489,2,3,0,3.67449,0.666065
-3.8247,0.96816,0.693489,1,3,0,4.33798,0.550418
-3.70946,0.99884,0.693489,3,7,0,4.51953,0.556868
-2.87552,1,0.693489,2,3,0,3.72802,0.640345
-2.35398,0.991184,0.693489,3,7,0,2.91937,0.764043
-1.77596,0.985388,0.693489,1,3,0,2.78726,1.34179
-1.87114,0.980171,0.693489,1,3,0,1.9362,1.88265
-1.87114,0.156595,0.693489,2,3,0,5.44783,1.88265
-1.96423,0.876945,0.693489,1,3,0,2.50319,0.979804
-2.05666,0.991821,0.693489,1,1,0,2.05839,0.907297
-1.77075,0.987076,0.693489,1,3,0,2.26209,1.44279
-1.77067,0.984848,0.693489,2,3,0,1.90017,1.42474
-3.07714,0.902067,0.693489,2,7,0,3.22682,0.611984
-2.23231,0.8161,0.693489,1,3,0,3.37878,0.811784
-1.77147,0.994111,0.693489,2,7,0,2.16496,1.3947
-1.88199,0.97845,0.693489,1,3,0,1.92623,1.90965
-1.91911,0.988481,0.693489,1,1,0,1.94258,1.99532
-2.31555,0.86082,0.693489,1,1,0,2.33404,2.66755
-2.45345,0.92611,0.693489,3,7,0,2.65338,2.85975
-2.10726,0.985223,0.693489,2,7,0,2.45461,0.875411
-1.88727,0.999603,0.693489,2,3,0,2.12839,1.06389
-2.40793,0.957395,0.693489,2,3,0,2.41218,2.79758
-2.30292,1,0.693489,2,7,0,2.34259,0.78273
-2.29917,1,0.693489,1,1,0,2.3489,0.784174
-2.31381,0.999238,0.693489,1,1,0,2.35534,0.778594
-3.23815,0.765113,0.693489,1,3,0,3.64749,0.593901
-3.21297,1,0.693489,1,1,0,3.30092,0.596504
-2.88589,0.997999,0.693489,3,7,0,3.44052,3.40786
-2.05244,1,0.693489,1,1,0,2.57332,2.25402
-1.96699,1,0.693489,1,1,0,2.06865,2.09501
-1.90949,1,0.693489,1,1,0,1.97781,1.97396
-3.40399,0.687974,0.693489,2,3,0,3.44908,4.00368
-2.04038,1,0.693489,1,1,0,2.81638,2.23269
-2.04038,0.264918,0.693489,1,1,0,3.20919,2.23269
-3.29552,0.674061,0.693489,2,3,0,3.40649,3.88265
-2.18503,1,0.693489,1,1,0,2.87384,2.47253
-2.34105,0.836018,0.693489,3,7,0,2.82586,0.76861
-2.34105,0.932428,0.693489,1,3,0,4.359,0.76861
-2.31843,1,0.693489,2,3,0,2.37916,0.776863
-2.33855,0.998988,0.693489,1,1,0,2.3788,0.769507
-2.19938,1,0.693489,1,1,0,2.33437,0.826838
-2.20261,0.995825,0.693489,3,7,0,2.46927,0.82531
-2.40345,0.996307,0.693489,2,3,0,2.40345,0.747508
-3.22996,0.822918,0.693489,1,3,0,3.51417,0.594739
-2.40482,0.841356,0.693489,1,3,0,3.47779,0.747069
-2.59864,0.992151,0.693489,1,1,0,2.60048,0.694018
-2.66329,0.997891,0.693489,1,1,0,2.6976,0.679556
-1.8055,1,0.693489,3,7,0,2.57171,1.21511
-2.35184,0.972794,0.693489,2,3,0,2.48588,2.7193
-2.26221,1,0.693489,1,1,0,2.48318,2.58969
-1.94935,0.68534,0.693489,2,3,0,3.07651,0.993878
-1.7729,0.989324,0.693489,1,3,0,2.09054,1.49064
-1.93789,0.970254,0.693489,2,3,0,2.04859,2.03561
-1.85798,1,0.693489,1,1,0,1.92503,1.84834
-2.05974,0.975998,0.693489,2,3,0,2.06526,2.2668
-2.10204,0.983596,0.693489,1,1,0,2.18858,2.3389
-2.16671,0.973798,0.693489,1,1,0,2.26878,2.44379
-3.78451,0.220742,0.693489,3,7,0,4.78601,0.552576
-2.3088,0.610037,0.693489,3,7,0,3.37401,2.65783
-2.31406,0.997524,0.693489,1,1,0,2.51146,2.66541
-1.99021,1,0.693489,1,1,0,2.22922,2.14021
-1.86798,1,0.693489,2,7,0,1.98669,1.0909
-1.87519,0.998654,0.693489,2,7,0,1.87772,1.89285
-1.84454,1,0.693489,1,1,0,1.87952,1.81113
-2.22011,0.6389,0.693489,2,3,0,3.18907,0.817235
-2.13757,0.99412,0.693489,3,7,0,2.45258,2.39724
-2.47475,0.939331,0.693489,2,7,0,2.47523,0.726006
-2.42073,1,0.693489,1,1,0,2.50446,0.74206
-1.77238,0.97111,0.693489,3,7,0,2.7482,1.48301
-2.01616,0.92474,0.693489,1,3,0,2.27908,0.936373
-1.95201,1,0.693489,2,3,0,2.01515,0.991302
-2.82494,0.893761,0.693489,1,3,0,3.38052,0.648693
-1.79253,0.353831,0.693489,2,3,0,4.45723,1.6271
-2.15933,0.844864,0.693489,1,3,0,2.78662,0.846669
-2.79239,0.955463,0.693489,2,3,0,3.11295,0.65437
-2.54138,1,0.693489,1,1,0,2.78417,0.708042
-3.81406,0.969608,0.693489,3,7,0,4.61809,0.55098
-3.52546,1,0.693489,2,3,0,3.81228,0.56903
-2.27897,0.995256,0.693489,1,3,0,4.32054,0.792131
-1.7707,0.840405,0.693489,2,3,0,3.26869,1.42103
-2.05037,0.926439,0.693489,1,3,0,2.29942,0.911582
-1.7861,0.993681,0.693489,1,3,0,2.13676,1.28287
-2.10433,0.907978,0.693489,2,3,0,3.09848,0.877146
-2.80703,0.844976,0.693489,1,3,0,3.06378,0.651785
-2.94331,0.996753,0.693489,1,1,0,2.96131,0.629988
-2.1317,0.836439,0.693489,1,3,0,3.24234,0.861467
-1.78118,1,0.693489,1,3,0,2.29763,1.30738
-1.99321,0.964766,0.693489,1,3,0,2.09495,0.954592
-3.3102,0.955782,0.693489,1,3,0,4.55329,0.586867
-3.07685,1,0.693489,2,3,0,3.31027,0.61202
-2.39033,1,0.693489,3,7,0,2.81811,2.77323
-2.03295,1,0.693489,1,1,0,2.30222,2.21937
-3.62185,0.427602,0.693489,1,1,0,3.76218,4.24225
-1.95528,1,0.693489,2,3,0,2.87632,2.0715
-1.95528,0.0202168,0.693489,1,1,0,4.21563,2.0715
-2.38366,0.928838,0.693489,2,3,0,2.41482,2.76395
-2.2133,1,0.693489,2,3,0,2.4534,2.51612
-1.94229,1,0.693489,1,1,0,2.13991,2.04483
-2.14845,0.926955,0.693489,1,1,0,2.17909,2.41474
-1.82635,1,0.693489,2,3,0,2.07734,1.16433
-1.82558,1,0.693489,1,1,0,1.83449,1.16598
-1.7721,0.996933,0.693489,1,3,0,1.86589,1.4785
-1.80385,0.989948,0.693489,1,3,0,1.83785,1.21982
-1.77113,1,0.693489,2,3,0,1.79773,1.45755
-1.92372,0.962099,0.693489,1,3,0,2.06123,1.02027
-3.03553,0.916757,0.693489,2,3,0,3.42112,3.58503
-2.11556,1,0.693489,2,3,0,2.69418,2.36132
-2.30479,0.245821,0.693489,2,3,0,4.1728,0.782011
-2.06469,0.998842,0.693489,2,3,0,2.37516,0.901931
-1.77074,0.975524,0.693489,2,7,0,2.25886,1.41832
-2.11804,0.933513,0.693489,1,3,0,2.44779,0.869154
-2.10837,1,0.693489,1,1,0,2.14943,0.874759
-2.94394,0.93815,0.693489,1,3,0,3.33594,0.629897
-2.82735,1,0.693489,1,1,0,2.96468,0.648283
-2.58379,1,0.693489,1,1,0,2.82011,0.69754
-1.94728,0.345284,0.693489,2,3,0,4.2269,2.05516
-1.88869,1,0.693489,1,1,0,1.9515,1.92583
-1.77761,1,0.693489,2,3,0,1.86952,1.32945
-1.9773,0.964968,0.693489,1,3,0,2.08066,0.968103
-2.63047,0.796917,0.693489,3,7,0,3.42822,0.686726
-1.85476,0.990367,0.693489,1,3,0,3.08271,1.11155
-1.77328,0.994684,0.693489,1,3,0,1.92258,1.49559
-1.89581,0.965614,0.693489,2,7,0,2.0279,1.05291
-1.7707,0.997341,0.693489,1,3,0,1.96599,1.43884
-1.96175,0.953611,0.693489,2,7,0,2.12618,0.982099
-1.96175,0.258152,0.693489,1,1,0,6.89689,0.982099
-2.01361,1,0.693489,2,3,0,3.77968,0.938328
-1.7771,0.998388,0.693489,2,7,0,1.97462,1.534
-1.85836,0.971386,0.693489,1,3,0,1.97161,1.10572
-3.00551,0.826847,0.693489,1,3,0,4.18319,0.621244
-1.81173,0.734145,0.693489,3,7,0,3.80702,1.19837
-2.88697,0.846717,0.693489,1,3,0,4.09174,0.638531
-2.22376,1,0.693489,2,3,0,2.88411,0.815591
-1.80219,0.998204,0.693489,1,3,0,2.39624,1.22472
-1.78406,0.978469,0.693489,2,3,0,2.0376,1.58223
-1.77599,0.998731,0.693489,2,3,0,1.79528,1.52436
-1.77708,0.998942,0.693489,2,3,0,1.78654,1.53387
-1.82931,0.978722,0.693489,1,3,0,1.91031,1.15815
-1.79158,0.999178,0.693489,2,3,0,1.84329,1.26031
-1.78022,0.996294,0.693489,1,3,0,1.8341,1.55764
-1.77145,0.998929,0.693489,1,3,0,1.7878,1.39517
-2.07264,0.967817,0.693489,2,3,0,2.24889,2.28913
-1.77398,0.80808,0.693489,2,3,0,2.74251,1.35975
-2.12777,0.972542,0.693489,2,3,0,2.33963,2.38133
-2.88596,0.683473,0.693489,1,1,0,3.01145,3.40795
-1.902,1,0.693489,1,1,0,2.49455,1.95695
-1.902,0.499051,0.693489,1,1,0,2.76917,1.95695
-1.88425,1,0.693489,1,1,0,1.92355,1.91515
-1.82329,1,0.693489,1,1,0,1.87156,1.74621
-1.88015,0.98415,0.693489,1,1,0,1.88495,1.90515
-2.39791,0.921078,0.693489,2,3,0,2.4047,2.78373
-2.04331,1,0.693489,1,1,0,2.31427,2.23789
-2.12303,0.989769,0.693489,2,3,0,2.1999,2.37359
-2.35955,0.900519,0.693489,1,1,0,2.46488,2.73018
-2.35137,0.989119,0.693489,2,7,0,2.37281,0.764957
-3.70461,0.926172,0.693489,1,3,0,4.71532,0.557158
-2.60967,0.737714,0.693489,1,3,0,4.20455,0.691452
-2.79655,0.998107,0.693489,2,3,0,2.80185,0.653629
-2.84846,0.998692,0.693489,1,1,0,2.89265,0.644741
-2.99082,0.996795,0.693489,1,1,0,3.00803,0.623248
-2.87541,0.998108,0.693489,3,7,0,3.44025,3.39527
-2.87541,0.38908,0.693489,1,1,0,3.9523,3.39527
-2.43808,0.995832,0.693489,3,7,0,3.02187,0.736744
-2.65243,0.991782,0.693489,1,1,0,2.65322,0.681892
-2.86959,0.993833,0.693489,1,1,0,2.87199,0.641294
-4.17284,0.981385,0.693489,3,7,0,4.93885,0.535169
-4.13656,1,0.693489,1,1,0,4.23915,0.536507
-2.18798,0.997864,0.693489,3,7,0,4.57002,2.47711
-3.6845,0.399595,0.693489,3,7,0,3.72964,0.558376
-2.38151,0.999798,0.693489,3,7,0,3.82584,0.754666
-2.31413,1,0.693489,1,1,0,2.40152,0.778475
-2.07341,0.989619,0.693489,2,3,0,2.6781,0.896249
-2.04688,1,0.693489,1,1,0,2.09268,0.913995
