# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = code_5_model
# start_datetime = 2022-04-17 18:29:14 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = E:\AGH\2022-1\2_Data_Analytics\lab2\samples\code_5-20220417202914_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-1.80269,0.991605,0.601187,1,3,0,1.90534,1.67163
-1.92981,0.925859,0.601187,1,3,0,2.32299,1.01373
-2.70584,0.85276,0.601187,1,3,0,3.31841,0.670749
-1.80565,0.967013,0.601187,2,5,0,2.77124,1.68339
-2.00865,0.932511,0.601187,3,7,0,2.30997,2.17495
-2.03181,0.998958,0.601187,3,7,0,2.05494,2.21732
-2.11171,0.898366,0.601187,3,7,0,2.64245,0.87281
-2.24594,0.99259,0.601187,1,1,0,2.24607,0.805847
-2.02765,0.993171,0.601187,2,3,0,2.50367,0.927752
-2.10422,0.994955,0.601187,1,1,0,2.10748,0.877208
-3.03322,0.933176,0.601187,1,3,0,3.71902,0.617565
-3.15288,0.9994,0.601187,2,3,0,3.16899,0.603041
-3.06357,0.906243,0.601187,3,7,0,3.39559,0.613676
-2.43758,1,0.601187,2,3,0,3.06713,0.736897
-2.72463,0.992938,0.601187,2,3,0,2.81858,0.667025
-2.74675,0.975924,0.601187,3,7,0,2.86291,3.23826
-2.55865,1,0.601187,2,3,0,2.92406,2.99947
-3.44246,0.267102,0.601187,3,7,0,4.82867,0.575393
-2.1706,0.999944,0.601187,3,7,0,3.47499,0.840908
-3.17603,0.932039,0.601187,2,5,0,3.18165,0.600466
-1.8961,1,0.601187,1,3,0,4.74682,1.05254
-1.77294,0.993679,0.601187,1,3,0,1.96494,1.37145
-1.91527,0.989332,0.601187,2,3,0,1.91842,1.98687
-1.99378,0.97822,0.601187,1,1,0,2.01378,2.14702
-1.81223,0.942017,0.601187,2,3,0,2.31282,1.70808
-1.81912,0.969895,0.601187,1,3,0,2.02035,1.18037
-1.91866,0.993544,0.601187,3,7,0,1.92313,1.99433
-2.55215,0.81339,0.601187,1,1,0,2.5544,2.99099
-2.10611,1,0.601187,1,1,0,2.4397,2.34568
-2.13216,0.991226,0.601187,1,1,0,2.21909,2.38847
-2.03923,1,0.601187,1,1,0,2.15733,2.23063
-1.8699,1,0.601187,3,7,0,2.0359,1.08806
-2.37706,0.913492,0.601187,1,3,0,2.6874,0.75615
-2.39932,0.999878,0.601187,3,7,0,2.43284,0.748834
-2.50876,0.996676,0.601187,3,7,0,3.13326,0.7166
-2.65897,0.995537,0.601187,1,1,0,2.66264,0.68048
-2.02799,0.995967,0.601187,1,3,0,2.93306,0.927503
-2.15512,0.993646,0.601187,2,7,0,2.15512,2.4254
-1.77518,1,0.601187,3,7,0,2.12267,1.34832
-1.77829,0.997597,0.601187,1,3,0,1.80194,1.54354
-2.13259,0.903711,0.601187,1,3,0,2.77151,0.860974
-2.18091,0.99627,0.601187,3,7,0,2.18592,0.83576
-1.79365,0.977967,0.601187,1,3,0,2.43318,1.25266
-2.49021,0.95998,0.601187,2,3,0,2.56937,2.90917
-2.27092,1,0.601187,1,1,0,2.53381,2.60255
-2.13664,0.976439,0.601187,3,7,0,2.51722,0.858748
-4.00015,1,0.601187,2,3,0,5.34641,4.64474
-1.95101,1,0.601187,2,3,0,3.17234,2.0628
-1.80877,0.995242,0.601187,3,7,0,1.98075,1.69532
-1.80007,1,0.601187,1,1,0,1.81047,1.6608
-2.36376,0.752587,0.601187,1,3,0,3.72817,0.760657
-2.32765,1,0.601187,1,1,0,2.38863,0.773457
-2.23061,0.990494,0.601187,3,7,0,2.33299,0.812533
-2.09326,1,0.601187,2,3,0,2.22276,0.883805
-1.81872,0.874111,0.601187,2,3,0,3.11067,1.7309
-1.85929,0.953062,0.601187,1,3,0,2.16303,1.10424
-1.79054,0.995012,0.601187,2,3,0,1.93986,1.26432
-2.22256,0.861379,0.601187,3,7,0,3.51275,2.53022
-2.14802,1,0.601187,1,1,0,2.29143,2.41406
-1.77983,0.854154,0.601187,2,3,0,2.75716,1.55492
-1.77711,1,0.601187,2,7,0,1.77936,1.333
-1.93548,0.971416,0.601187,1,3,0,2.03918,1.0078
-1.86708,0.99887,0.601187,2,3,0,1.97185,1.09225
-1.92482,0.994515,0.601187,1,1,0,1.92489,1.01909
-1.7813,0.987668,0.601187,1,3,0,2.16268,1.565
-1.81883,0.979878,0.601187,1,3,0,1.92898,1.18104
-1.80405,1,0.601187,1,1,0,1.81791,1.21924
-1.79231,0.979811,0.601187,2,3,0,3.12732,1.25755
-2.14857,0.975061,0.601187,3,7,0,2.15316,2.41495
-2.14857,0.0407737,0.601187,1,1,0,4.45351,2.41495
-2.13626,1,0.601187,2,3,0,2.24366,2.39512
-2.32011,0.934739,0.601187,1,1,0,2.40135,2.6741
-1.98491,1,0.601187,1,1,0,2.22987,2.13004
-2.16984,0.942703,0.601187,1,1,0,2.19933,2.44873
-2.25994,0.967582,0.601187,1,1,0,2.36186,2.58632
-2.80626,0.787877,0.601187,1,1,0,2.92939,3.31144
-2.73625,1,0.601187,3,7,0,2.73799,0.664769
-2.58073,1,0.601187,2,3,0,2.73594,0.698275
-3.35894,0.976949,0.601187,1,3,0,3.66626,0.582433
-2.23715,0.994849,0.601187,1,3,0,4.22636,0.809658
-2.58451,0.989559,0.601187,2,3,0,2.64284,0.697366
-2.63724,0.998525,0.601187,1,1,0,2.6657,0.685219
-2.16741,0.994776,0.601187,3,7,0,2.69497,0.842523
-2.08173,1,0.601187,1,1,0,2.16606,0.890951
-1.80633,1,0.601187,2,3,0,2.05395,1.21278
-1.77065,0.998138,0.601187,1,3,0,1.83044,1.42956
-1.80172,0.993053,0.601187,1,3,0,1.82795,1.22614
-1.83466,0.984473,0.601187,1,3,0,2.00136,1.78204
-1.89452,0.985692,0.601187,1,1,0,1.89814,1.93962
-2.37123,0.864819,0.601187,1,1,0,2.37191,2.74658
-2.38493,0.99813,0.601187,2,3,0,2.57354,2.76571
-1.9562,1,0.601187,1,1,0,2.25504,2.07337
-1.9562,0.0323276,0.601187,1,1,0,4.68842,2.07337
-2.07928,0.980237,0.601187,3,7,0,2.12514,0.892495
-1.87672,0.894005,0.601187,2,3,0,2.90786,1.89666
-1.89489,0.914048,0.601187,1,3,0,2.43011,1.05406
-1.77312,0.998303,0.601187,3,7,0,1.9022,1.36923
-1.77074,0.999653,0.601187,2,3,0,1.77685,1.41844
-1.97421,0.981436,0.601187,3,7,0,1.97423,2.10925
-3.33953,0.583946,0.601187,1,1,0,3.35845,3.93195
-1.96366,1,0.601187,1,1,0,2.81934,2.08838
-1.95272,1,0.601187,3,7,0,1.96696,0.990619
-2.18445,0.988176,0.601187,2,3,0,2.22247,0.834023
-2.85911,0.962687,0.601187,1,3,0,3.15344,0.642992
-3.04973,0.996513,0.601187,1,1,0,3.05205,0.615431
-2.90324,1,0.601187,2,3,0,3.05605,0.636
-4.22987,0.96982,0.601187,1,3,0,5.29877,0.533168
-3.22569,0.990802,0.601187,2,5,0,4.71483,0.595179
-3.1861,0.999093,0.601187,2,3,0,3.46107,0.599368
-3.40698,0.997342,0.601187,1,1,0,3.40821,0.578301
-3.42255,0.999844,0.601187,1,1,0,3.47981,0.577011
-1.81435,0.938577,0.601187,2,5,0,3.19297,1.71569
-1.93152,0.960713,0.601187,2,3,0,2.12502,2.02215
-4.67795,0.520262,0.601187,2,3,0,4.73831,5.33867
-1.90518,1,0.601187,1,1,0,3.53054,1.96423
-2.58628,0.214732,0.601187,2,3,0,5.21765,0.696944
-2.56178,1,0.601187,1,1,0,2.62419,0.702906
-3.34372,0.976105,0.601187,1,3,0,3.65832,0.583791
-3.18121,1,0.601187,1,1,0,3.35002,0.5999
-3.13027,0.998287,0.601187,3,7,0,3.74256,0.605624
-3.00116,1,0.601187,1,1,0,3.14177,0.621834
-3.16587,0.997466,0.601187,1,1,0,3.1725,0.601586
-2.45979,0.998935,0.601187,1,3,0,3.39701,0.73031
-2.39095,1,0.601187,1,1,0,2.47515,0.751553
-1.82553,0.990134,0.601187,1,3,0,2.78663,1.16608
-1.85151,0.966348,0.601187,3,7,0,2.2723,1.11694
-1.81822,1,0.601187,2,3,0,1.84781,1.18248
-2.25771,0.936243,0.601187,1,3,0,2.5699,0.800858
-1.77412,0.979715,0.601187,1,3,0,2.95352,1.50563
-1.77706,0.997165,0.601187,1,3,0,1.79715,1.33341
-1.90203,0.983815,0.601187,2,7,0,1.97413,1.04523
-1.87706,1,0.601187,2,3,0,1.90436,1.07778
-1.98514,0.979203,0.601187,2,3,0,2.18204,0.961351
-2.1525,0.99306,0.601187,3,7,0,2.24451,2.42122
-1.77959,0.932066,0.601187,2,3,0,2.51764,1.55319
-1.77149,0.99995,0.601187,3,7,0,1.77986,1.46672
-1.78369,0.996012,0.601187,1,3,0,1.80252,1.29423
-1.95892,0.971762,0.601187,1,3,0,2.05745,0.984735
-2.32314,0.97996,0.601187,2,3,0,2.34231,0.775119
-3.05368,0.960658,0.601187,3,7,0,4.34508,0.614927
-3.3652,0.976464,0.601187,2,5,0,3.46308,3.96059
-2.43698,1,0.601187,1,1,0,3.1213,2.83739
-2.03662,1,0.601187,1,1,0,2.32913,2.22596
-2.4656,0.945772,0.601187,2,3,0,2.4998,2.87616
-1.77476,0.861969,0.601187,3,7,0,2.98928,1.35207
-1.77072,0.999663,0.601187,1,3,0,1.77835,1.44029
-1.79541,0.993901,0.601187,1,3,0,1.819,1.24646
-1.79527,0.992191,0.601187,1,3,0,1.89854,1.63988
-2.00532,0.901971,0.601187,1,3,0,2.51422,0.944808
-1.86631,0.989968,0.601187,3,7,0,2.17487,1.0934
-1.91519,0.98428,0.601187,2,3,0,2.10245,1.02977
-1.87544,1,0.601187,2,3,0,1.91332,1.08007
-1.78418,1,0.601187,2,3,0,1.8687,1.29183
-2.05105,0.955917,0.601187,1,3,0,2.24506,0.911116
-2.05105,0.795955,0.601187,1,3,0,3.6213,0.911116
-2.16693,0.992818,0.601187,1,1,0,2.16717,0.842769
-2.07566,1,0.601187,1,1,0,2.16424,0.894806
-1.77121,0.992368,0.601187,1,3,0,2.42393,1.45988
-1.78493,0.995998,0.601187,1,3,0,1.80336,1.28825
-2.03841,0.956227,0.601187,1,3,0,2.21428,0.919956
-1.77308,0.984612,0.601187,1,3,0,2.36842,1.49303
-1.85126,0.977943,0.601187,3,7,0,1.97042,1.11736
-2.34222,0.938578,0.601187,1,3,0,2.65911,0.768194
-1.83641,0.99196,0.601187,1,3,0,2.64163,1.14402
-1.8004,0.9987,0.601187,2,7,0,1.85141,1.66219
-1.8004,0.0521627,0.601187,1,1,0,5.13357,1.66219
-2.52535,0.585496,0.601187,2,3,0,4.33451,0.712195
-2.71254,0.994629,0.601187,1,1,0,2.71313,0.669408
-3.55369,0.978833,0.601187,1,3,0,3.90975,0.566998
-4.10906,0.99424,0.601187,2,3,0,4.49087,0.537556
-3.24566,0.877096,0.601187,2,5,0,4.42621,0.59314
-3.46277,0.999189,0.601187,2,3,0,3.46444,0.57378
-2.392,0.784295,0.601187,1,3,0,4.17834,0.75121
-3.17369,0.975632,0.601187,2,5,0,3.34899,3.74461
-1.89133,1,0.601187,2,3,0,2.73209,1.93209
-1.90124,0.996164,0.601187,3,7,0,1.94034,1.04619
-2.172,0.877924,0.601187,2,3,0,2.8691,2.45213
-2.34,0.938844,0.601187,1,1,0,2.43602,2.70252
-2.33727,0.947103,0.601187,3,7,0,2.75932,0.769965
-2.4081,0.997202,0.601187,1,1,0,2.42375,0.746024
-1.88358,1,0.601187,2,3,0,2.36624,1.06882
-2.18405,0.983512,0.601187,3,7,0,2.19815,0.834218
-1.88553,0.84601,0.601187,2,3,0,3.25524,1.91823
-1.89115,0.900329,0.601187,2,3,0,2.43355,1.93168
-1.8338,1,0.601187,1,1,0,1.88108,1.77942
-1.8442,0.951483,0.601187,1,3,0,2.1542,1.12962
-2.12909,0.965093,0.601187,2,3,0,2.28446,0.862916
-1.81624,0.986362,0.601187,3,7,0,2.24956,1.72235
-1.82351,0.969244,0.601187,1,3,0,2.04418,1.17047
-1.77248,0.995238,0.601187,1,3,0,1.88533,1.48456
-2.01376,0.883567,0.601187,2,3,0,3.29706,0.938212
-2.08504,0.995163,0.601187,1,1,0,2.08857,0.888872
-2.67625,0.961569,0.601187,1,3,0,2.92217,0.676817
-2.90037,0.988717,0.601187,2,3,0,3.3412,0.636442
-3.09167,0.998894,0.601187,2,3,0,3.09417,0.610203
-3.5747,0.940944,0.601187,3,7,0,4.26014,4.19109
-3.33923,1,0.601187,1,1,0,4.15186,3.93162
-1.88183,0.891091,0.601187,2,3,0,4.1183,1.07118
-1.89908,0.998374,0.601187,1,1,0,1.90616,1.04883
-3.10529,0.951913,0.601187,1,3,0,4.65352,0.608563
-2.36489,1,0.601187,2,3,0,3.08839,0.760272
-1.78737,0.996575,0.601187,3,7,0,2.37074,1.27728
-1.83358,0.986541,0.601187,1,3,0,1.95218,1.77876
-1.86322,0.94188,0.601187,1,3,0,2.21572,1.09811
-1.78082,1,0.601187,2,3,0,1.85629,1.30941
-3.04804,0.895391,0.601187,3,7,0,3.76692,0.615647
-2.73145,0.995644,0.601187,3,7,0,3.92651,0.665697
-1.78101,0.99833,0.601187,3,7,0,2.94005,1.30831
-1.99963,0.961085,0.601187,1,3,0,2.15101,0.949352
-1.84537,0.93864,0.601187,2,5,0,2.58825,1.81353
-1.85347,0.998083,0.601187,1,1,0,1.86714,1.83613
-1.79935,1,0.601187,1,1,0,1.84175,1.65779
-1.8612,0.958904,0.601187,1,3,0,2.10962,1.10124
-2.05143,0.98748,0.601187,2,3,0,2.07347,0.910852
-3.3254,0.937216,0.601187,3,7,0,3.32547,3.91616
-3.3254,0.310832,0.601187,2,5,0,5.21941,3.91616
-2.56907,1,0.601187,2,3,0,3.22131,3.01303
-2.23663,1,0.601187,3,7,0,2.62181,0.809882
-2.91851,0.965808,0.601187,1,3,0,3.20272,0.633673
-1.95857,0.991448,0.601187,1,3,0,3.71807,0.985064
-1.78396,0.997173,0.601187,1,3,0,2.03026,1.29291
-1.79351,0.993808,0.601187,1,3,0,1.86209,1.63175
-1.77241,0.981977,0.601187,2,3,0,1.94417,1.37856
-1.77241,0.974589,0.601187,1,3,0,1.97433,1.37856
-1.7746,0.9987,0.601187,1,3,0,1.78518,1.51081
-2.27163,0.858815,0.601187,3,7,0,3.78624,0.795105
-2.3371,0.997131,0.601187,1,1,0,2.352,0.770026
-3.76519,0.664558,0.601187,1,3,0,5.27104,0.553648
-4.19678,0.990002,0.601187,2,5,0,4.37015,4.84917
-2.47483,1,0.601187,1,1,0,3.54561,2.88857
-2.47483,0.571849,0.601187,1,1,0,3.23121,2.88857
-2.72733,0.957915,0.601187,3,7,0,2.82977,0.666496
-4.5314,0.96582,0.601187,3,7,0,5.50826,0.524366
-4.63306,0.999723,0.601187,1,1,0,4.66258,0.52197
-4.82995,0.999533,0.601187,1,1,0,4.83699,0.517989
-5.80861,0.997864,0.601187,1,3,0,6.21592,0.506703
-5.6148,1,0.601187,1,1,0,5.81671,0.508145
-9.33022,0.713307,0.601187,2,7,0,9.43703,0.500197
-9.04457,1,0.601187,1,1,0,9.33029,0.500262
-4.16231,0.799989,0.601187,2,5,0,11.9697,0.535552
-4.24257,0.99989,0.601187,2,3,0,4.27823,0.532738
-3.16253,0.998731,0.601187,1,3,0,4.83686,0.601958
-2.93573,1,0.601187,1,1,0,3.15909,0.631102
-3.16499,0.996237,0.601187,1,1,0,3.16521,0.601685
-2.98508,1,0.601187,2,3,0,3.1665,0.624041
-1.8681,0.989414,0.601187,2,5,0,4.25229,1.09072
-1.88059,0.95813,0.601187,2,3,0,2.30712,1.90622
-2.05468,0.953028,0.601187,1,1,0,2.05917,2.25796
-2.51825,0.843149,0.601187,1,1,0,2.55769,2.94642
-1.77761,0.88428,0.601187,3,7,0,2.98353,1.32947
-2.10602,0.933617,0.601187,1,3,0,2.41365,0.876144
-2.74938,0.95879,0.601187,1,3,0,3.04148,0.662265
-3.41248,0.989405,0.601187,2,3,0,3.44103,0.577843
-2.52883,1,0.601187,2,3,0,3.39205,0.711283
-2.34291,1,0.601187,1,1,0,2.52185,0.767945
-1.93796,0.515311,0.601187,2,3,0,3.9207,2.03576
-1.9864,0.988264,0.601187,3,7,0,2.04922,0.960282
-2.04145,0.996019,0.601187,1,1,0,2.04658,0.917795
-2.07831,0.997338,0.601187,3,7,0,2.08116,0.893116
-1.97914,1,0.601187,1,1,0,2.07127,0.966503
-2.02253,0.99893,0.601187,2,3,0,2.02974,0.931553
-1.77886,0.992983,0.601187,1,3,0,2.17204,1.32117
-1.77084,0.999723,0.601187,1,3,0,1.78145,1.41289
-1.83175,0.986763,0.601187,1,3,0,1.88003,1.15318
-1.87477,0.995417,0.601187,1,1,0,1.87478,1.08102
-1.88498,0.999013,0.601187,1,1,0,1.89356,1.06694
-2.07443,0.988695,0.601187,2,3,0,2.1031,0.895595
-1.78517,0.967681,0.601187,1,3,0,2.55976,1.58872
-1.77945,1,0.601187,1,1,0,1.78449,1.55222
-1.78553,0.992959,0.601187,1,3,0,1.83508,1.28548
-2.62425,0.983215,0.601187,2,3,0,3.02107,3.08419
-1.8476,0.499385,0.601187,2,3,0,4.6379,1.12363
-1.79379,0.988125,0.601187,1,3,0,2.02757,1.63306
-3.10583,0.847784,0.601187,3,7,0,3.28481,0.608499
-2.86731,1,0.601187,1,1,0,3.10155,0.641663
-3.07435,0.998756,0.601187,2,3,0,3.0754,0.61233
-2.00665,0.839104,0.601187,1,3,0,4.01498,0.943756
-1.86825,0.991478,0.601187,3,7,0,2.14129,1.09051
-1.77497,0.991078,0.601187,1,3,0,1.99654,1.51461
-1.7938,0.9913,0.601187,1,3,0,1.84151,1.25212
-2.23746,0.936718,0.601187,2,3,0,3.39462,2.55274
-2.23746,0.766463,0.601187,2,3,0,2.90854,2.55274
-1.77108,0.783333,0.601187,2,3,0,3.07249,1.4561
-1.7739,0.999669,0.601187,2,3,0,1.77458,1.50316
-2.22769,0.888999,0.601187,1,3,0,2.99871,0.81383
-2.26885,0.993322,0.601187,3,7,0,2.27613,2.59951
-2.00216,1,0.601187,1,1,0,2.20952,2.16282
-3.8492,0.448616,0.601187,1,1,0,3.8963,4.48571
-2.11184,1,0.601187,2,3,0,3.12903,2.35518
-2.0052,0.947866,0.601187,3,7,0,2.43152,0.944903
-3.43751,0.954484,0.601187,1,3,0,5.32488,0.575791
-2.02227,0.540118,0.601187,3,7,0,3.91645,2.20002
-2.02227,0.447553,0.601187,1,1,0,3.095,2.20002
-1.77094,0.59907,0.601187,2,3,0,3.6839,1.45151
-1.7744,0.997543,0.601187,2,3,0,1.79275,1.50867
-2.1857,0.924063,0.601187,2,3,0,2.78241,2.47356
-2.06993,1,0.601187,3,7,0,2.20977,2.28447
-2.14732,0.991489,0.601187,2,3,0,2.21498,2.41293
-2.95365,0.710433,0.601187,1,1,0,3.02899,3.4887
-2.68891,1,0.601187,1,1,0,3.15352,3.16613
-1.8465,1,0.601187,3,7,0,2.52469,1.12554
-2.37018,0.932014,0.601187,1,3,0,2.73777,0.758469
-2.25266,0.9985,0.601187,2,3,0,2.48787,0.802983
-4.5433,0.924504,0.601187,3,7,0,5.30353,0.524073
-1.95208,0.476055,0.601187,3,7,0,4.29034,2.065
-1.95208,0.420348,0.601187,2,3,0,3.70554,2.065
-2.36335,0.874359,0.601187,1,1,0,2.37413,2.73553
-2.4315,0.972077,0.601187,1,1,0,2.61261,2.82992
-2.87617,0.895,0.601187,2,3,0,3.08203,3.39618
-1.9538,0.528456,0.601187,2,3,0,4.19417,0.989578
-1.79245,0.892888,0.601187,2,3,0,2.96973,1.62673
-1.78926,1,0.601187,1,1,0,1.79441,1.61091
-1.80513,0.982332,0.601187,1,3,0,1.91774,1.21614
-1.8592,0.994148,0.601187,3,7,0,1.89301,1.85159
-1.91781,0.91935,0.601187,2,3,0,2.35792,1.99247
-1.94532,0.886793,0.601187,3,7,0,2.56821,0.997834
-1.86882,0.993201,0.601187,3,7,0,2.08241,1.08966
-1.91651,0.974593,0.601187,3,7,0,2.21964,1.98959
-1.82775,0.99228,0.601187,3,7,0,1.97194,1.76059
-1.82151,1,0.601187,1,1,0,1.83498,1.74031
-1.79244,1,0.601187,1,1,0,1.81564,1.62666
-1.80184,0.991955,0.601187,3,7,0,1.85885,1.22577
-1.77647,0.996822,0.601187,2,3,0,1.84255,1.33778
-1.7947,0.994716,0.601187,1,3,0,1.84045,1.63726
-1.98313,0.960305,0.601187,2,3,0,2.15362,2.1266
-1.91072,1,0.601187,2,3,0,1.98256,1.97673
-1.91072,0.847763,0.601187,1,1,0,2.27079,1.97673
-2.30042,0.887234,0.601187,1,1,0,2.30379,2.64569
-1.77069,0.848608,0.601187,2,3,0,2.93317,1.43743
-1.77884,0.998127,0.601187,1,3,0,1.78636,1.3213
-1.89514,0.979535,0.601187,2,3,0,1.97046,1.05376
-1.77991,0.990634,0.601187,1,3,0,2.08559,1.55546
-2.05636,0.900669,0.601187,1,3,0,2.56329,0.907497
-1.79525,0.982811,0.601187,1,3,0,2.1752,1.24703
-2.0685,0.957467,0.601187,1,3,0,2.23655,0.899429
-1.771,1,0.601187,1,3,0,2.35174,1.4069
-1.85439,0.981885,0.601187,1,3,0,1.92227,1.11215
-1.7721,0.993531,0.601187,1,3,0,1.9451,1.47845
-3.44007,0.740688,0.601187,2,5,0,3.93572,0.575585
-3.4819,0.999867,0.601187,2,3,0,3.52801,0.572295
-3.35941,1,0.601187,1,1,0,3.49899,0.582392
-3.13193,0.99939,0.601187,2,5,0,3.49435,3.69674
-3.2443,0.935089,0.601187,1,1,0,3.82528,3.8249
-4.3688,0.412503,0.601187,2,3,0,5.2158,5.02579
-2.3484,1,0.601187,2,3,0,3.52063,2.71443
-2.22821,1,0.601187,1,1,0,2.42374,2.53879
-1.8894,1,0.601187,1,1,0,2.13027,1.9275
-1.85946,1,0.601187,3,7,0,1.88246,1.85229
-1.94834,0.992461,0.601187,2,3,0,1.95409,2.05733
-3.16574,0.634792,0.601187,1,1,0,3.17483,3.73552
-1.90056,1,0.601187,1,1,0,2.72452,1.95365
-1.90056,0.037921,0.601187,1,1,0,4.74536,1.95365
-2.26898,0.895099,0.601187,1,1,0,2.2713,2.5997
-1.77097,0.730707,0.601187,2,3,0,3.28159,1.40798
-2.07593,0.964477,0.601187,3,7,0,2.13272,0.894627
-1.82051,0.983268,0.601187,1,3,0,2.15425,1.17718
-2.15841,0.977817,0.601187,3,7,0,2.1599,0.847147
-1.80014,0.996219,0.601187,3,7,0,2.11168,1.66112
-1.83907,0.964485,0.601187,1,3,0,2.04777,1.13898
-1.82698,0.952206,0.601187,2,3,0,2.36439,1.75814
-1.81444,0.724229,0.601187,2,3,0,3.46963,1.71602
-1.84151,0.993968,0.601187,1,1,0,1.84492,1.80239
