# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = code_5_model
# start_datetime = 2022-04-05 09:22:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = E:\AGH\2022-1\2_Data_Analytics\lab2\samples\code_5-20220405112223_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-2.22516,0.945742,0.747781,1,3,0,2.36466,0.814962
-1.99413,0.998717,0.747781,2,3,0,2.2872,0.953836
-3.50287,0.942976,0.747781,3,7,0,3.624,0.570703
-5.23091,0.65978,0.747781,1,3,0,6.55388,0.511992
-4.94568,1,0.747781,1,1,0,5.23473,0.515998
-2.35176,0.99991,0.747781,3,7,0,5.15409,0.76482
-2.30746,1,0.747781,1,1,0,2.38259,0.780993
-1.90496,0.957708,0.747781,1,3,0,2.36153,1.04169
-2.07781,0.989435,0.747781,2,7,0,2.09534,2.29798
-1.94502,1,0.747781,1,1,0,2.0675,2.05049
-2.26374,0.948258,0.747781,2,3,0,2.29843,2.59195
-2.54548,0.863026,0.747781,1,1,0,2.73772,2.98225
-1.88794,1,0.747781,1,1,0,2.29326,1.92402
-1.77185,1,0.747781,2,3,0,1.88695,1.38742
-1.79059,0.989827,0.747781,2,3,0,1.84475,1.2641
-1.8143,0.877552,0.747781,2,3,0,3.00975,1.71551
-1.80816,1,0.747781,1,1,0,1.82059,1.69302
-1.83359,0.923448,0.747781,2,3,0,2.18497,1.7788
-1.79857,0.967264,0.747781,2,3,0,1.99786,1.65443
-1.95148,0.918496,0.747781,1,3,0,2.2465,0.991813
-2.0629,0.957112,0.747781,1,3,0,2.60763,2.2723
-1.781,1,0.747781,2,3,0,2.08643,1.30836
-2.13942,0.926862,0.747781,1,3,0,2.35828,0.857235
-2.09765,1,0.747781,2,3,0,2.15813,0.881137
-1.78625,1,0.747781,1,3,0,2.19844,1.28219
-1.78625,0.907862,0.747781,1,3,0,2.46473,1.28219
-1.89877,0.976334,0.747781,1,3,0,1.99734,1.94952
-1.78636,1,0.747781,2,3,0,1.87565,1.2817
-1.87784,0.96393,0.747781,2,3,0,2.59229,1.07669
-1.85066,1,0.747781,1,1,0,1.87911,1.11838
-1.86009,0.978004,0.747781,1,3,0,2.09627,1.85397
-2.66659,0.860596,0.747781,2,3,0,2.67491,3.13801
-2.03465,0.998458,0.747781,3,7,0,2.48062,0.922653
-2.03256,1,0.747781,1,1,0,2.06547,0.92416
-1.92405,0.997677,0.747781,2,3,0,2.1055,1.01992
-1.77073,0.995183,0.747781,1,3,0,2.00285,1.44099
-1.81701,0.988138,0.747781,1,3,0,1.84648,1.18534
-1.91919,0.973399,0.747781,1,3,0,2.10465,1.9955
-1.79335,0.624964,0.747781,2,3,0,3.26694,1.25374
-1.79095,1,0.747781,1,1,0,1.79585,1.26272
-1.79095,0.975889,0.747781,1,3,0,1.97078,1.26272
-1.7813,0.975923,0.747781,2,3,0,2.24674,1.30669
-2.01146,0.980357,0.747781,2,3,0,2.04828,2.18015
-1.92027,1,0.747781,1,1,0,2.01217,1.99786
-1.92027,0.382479,0.747781,2,3,0,3.19467,1.99786
-1.77323,1,0.747781,2,3,0,1.91913,1.36794
-1.77611,0.99618,0.747781,2,3,0,1.80736,1.52543
-1.77946,0.789807,0.747781,2,3,0,2.93453,1.5523
-2.0328,0.915995,0.747781,1,3,0,2.35288,0.923987
-1.91371,0.966798,0.747781,1,3,0,2.58888,1.9834
-1.77514,1,0.747781,2,3,0,1.90314,1.34871
-1.77514,0.092931,0.747781,1,1,0,4.56934,1.34871
-1.77065,0.998336,0.747781,2,3,0,1.78888,1.42805
-1.88987,0.944034,0.747781,2,3,0,2.42683,1.0605
-1.89512,1,0.747781,2,3,0,3.18163,1.05377
-1.89512,0.948832,0.747781,1,3,0,2.2322,1.05377
-1.77109,0.995306,0.747781,1,3,0,1.96286,1.45657
-1.79058,0.997468,0.747781,2,3,0,1.7907,1.26413
-2.17937,0.976249,0.747781,2,3,0,2.3063,2.46368
-1.83723,1,0.747781,2,3,0,2.10178,1.14247
-1.83723,0.947716,0.747781,1,3,0,3.22734,1.14247
-1.83723,0.944427,0.747781,1,3,0,2.44958,1.14247
-2.26164,0.943803,0.747781,1,3,0,2.42645,0.799215
-2.28443,0.998683,0.747781,1,1,0,2.32321,0.789951
-2.34868,0.996517,0.747781,1,1,0,2.37411,0.765901
-2.58472,0.989214,0.747781,1,1,0,2.58478,0.697316
-2.69336,0.986007,0.747781,2,7,0,2.72547,3.17172
-2.82412,0.996881,0.747781,2,7,0,2.85309,0.648832
-3.02192,0.995264,0.747781,1,1,0,3.03034,0.619049
-2.41863,0.943844,0.747781,2,7,0,2.82466,2.81229
-2.28204,0.998528,0.747781,2,7,0,2.32043,0.790903
-2.12475,1,0.747781,1,1,0,2.27273,0.865348
-1.77163,0.954015,0.747781,2,7,0,2.38768,1.46981
-1.98241,0.950483,0.747781,1,3,0,2.17522,0.963676
-1.9615,0.863934,0.747781,3,7,0,3.83196,0.982331
-1.77123,1,0.747781,2,3,0,1.92948,1.40033
-1.84737,0.983405,0.747781,1,3,0,1.88369,1.12403
-1.77179,0.996563,0.747781,1,3,0,1.89291,1.47286
-2.32757,0.831187,0.747781,1,3,0,2.98541,0.773489
-3.24865,0.754182,0.747781,1,3,0,3.61196,0.592839
-2.72108,0.999768,0.747781,2,3,0,3.33842,0.66772
-1.81881,0.998893,0.747781,3,7,0,2.62978,1.1811
-2.10907,0.971515,0.747781,2,3,0,2.12753,0.874352
-1.88897,0.967983,0.747781,1,3,0,2.7221,1.9265
-1.8095,1,0.747781,1,1,0,1.86756,1.69807
-1.80171,1,0.747781,2,3,0,1.81336,1.66761
-1.97541,0.911285,0.747781,1,3,0,2.31468,0.96976
-1.77117,0.995225,0.747781,2,7,0,2.06746,1.40196
-1.77117,0.0115283,0.747781,1,1,0,5.09386,1.40196
-1.86053,0.980402,0.747781,1,3,0,1.9061,1.1023
-1.81002,0.984926,0.747781,1,3,0,2.02683,1.70001
-4.39831,0.288306,0.747781,1,1,0,4.47251,5.0559
-1.92267,1,0.747781,1,1,0,3.17485,2.00311
-1.97076,0.983186,0.747781,1,1,0,2.00906,2.10247
-3.60549,0.267079,0.747781,3,7,0,4.23472,0.563433
-3.91431,0.997231,0.747781,1,1,0,3.91521,0.545933
-2.14964,0.99997,0.747781,3,7,0,3.92377,0.851747
-1.83605,0.979047,0.747781,1,3,0,2.19408,1.14472
-1.88417,1,0.747781,2,3,0,2.88505,1.06802
-2.20934,0.947548,0.747781,2,3,0,2.50017,0.822168
-2.12235,0.996897,0.747781,2,3,0,2.35592,0.866703
-1.77245,0.990901,0.747781,1,3,0,2.31078,1.37795
-1.82979,0.988711,0.747781,1,3,0,1.8492,1.15714
-1.97873,0.961241,0.747781,2,3,0,2.2212,0.966852
-3.36589,0.935395,0.747781,3,7,0,3.52925,3.96136
-2.43845,1,0.747781,1,1,0,3.15318,2.83939
-2.10659,1,0.747781,1,1,0,2.39075,2.34648
-2.10659,0.042342,0.747781,1,1,0,3.86906,2.34648
-1.86566,0.894891,0.747781,1,3,0,2.51878,1.09439
-1.80033,0.999024,0.747781,2,3,0,1.88315,1.2304
-2.22093,0.927522,0.747781,1,3,0,2.44162,0.816864
-1.80194,1,0.747781,1,3,0,2.36724,1.22546
-2.13924,0.957935,0.747781,1,3,0,2.28292,0.85733
-2.62309,0.947904,0.747781,2,7,0,2.65327,3.0827
-2.24691,1,0.747781,1,1,0,2.61231,2.56692
-3.0519,0.627538,0.747781,1,1,0,3.28296,3.60412
-2.10118,1,0.747781,2,3,0,2.71887,0.879019
-1.93855,0.759769,0.747781,2,3,0,2.78974,2.03701
-1.93855,0.827918,0.747781,1,3,0,2.56929,2.03701
-1.93855,0.389956,0.747781,1,1,0,2.88444,2.03701
-1.92191,0.880608,0.747781,1,3,0,2.46775,1.02226
-1.83824,0.9878,0.747781,2,3,0,3.27089,1.79279
-1.84434,0.998208,0.747781,1,1,0,1.86084,1.81058
-1.79648,1,0.747781,1,1,0,1.83221,1.64531
-1.77596,0.997536,0.747781,2,3,0,1.81479,1.52414
-1.77596,0.0868674,0.747781,1,1,0,4.11777,1.52414
-1.96055,0.935342,0.747781,1,3,0,2.16905,0.983206
-1.98246,0.997837,0.747781,1,1,0,1.99969,0.963634
-1.93665,0.892492,0.747781,2,3,0,2.50964,2.033
-1.78712,1,0.747781,2,3,0,1.90894,1.27837
-1.99763,0.963049,0.747781,1,3,0,2.12004,2.1543
-1.77102,0.998298,0.747781,1,3,0,2.00541,1.40621
-2.25925,0.870494,0.747781,1,3,0,2.72872,0.800212
-1.77303,0.986686,0.747781,1,3,0,2.57072,1.37033
-2.06916,0.948403,0.747781,1,3,0,2.14296,2.28314
-1.90227,1,0.747781,1,1,0,2.0313,1.95757
-1.7708,0.999088,0.747781,2,3,0,1.91997,1.4149
-1.79262,0.997165,0.747781,2,3,0,1.79419,1.2564
-1.78625,1,0.747781,1,1,0,1.79278,1.28219
-1.88124,0.986198,0.747781,1,3,0,1.89776,1.07199
-1.87857,1,0.747781,1,1,0,1.89592,1.07567
-2.67705,0.933455,0.747781,2,3,0,2.88408,3.15121
-2.67705,0.681283,0.747781,1,1,0,3.35897,3.15121
-2.92391,0.912941,0.747781,2,7,0,2.95226,0.632861
-3.96102,0.813861,0.747781,1,3,0,4.33865,0.543761
-5.1391,0.998904,0.747781,3,7,0,5.61871,0.513156
-5.29386,0.999908,0.747781,2,3,0,5.32442,0.511254
-2.01286,0.999952,0.747781,3,7,0,4.6924,2.18276
-1.8136,1,0.747781,2,3,0,1.9675,1.19364
-1.79152,1,0.747781,2,3,0,1.81015,1.26053
-2.65763,0.849346,0.747781,1,3,0,3.50367,0.68077
-1.82884,0.981005,0.747781,2,7,0,2.56676,1.15912
-1.86473,0.995122,0.747781,1,1,0,1.86608,1.09581
-2.14999,0.974083,0.747781,2,7,0,2.15008,2.41722
-2.09922,1,0.747781,2,7,0,2.11363,0.880195
-3.65677,0.700198,0.747781,3,7,0,3.82414,4.27998
-1.8316,1,0.747781,1,1,0,2.86573,1.77266
-2.30197,0.931344,0.747781,2,3,0,2.30254,2.64794
-2.25287,1,0.747781,2,7,0,2.2677,0.802895
-3.20793,0.943134,0.747781,1,3,0,3.63215,0.597035
-2.40201,1,0.747781,3,7,0,2.85684,2.78942
-2.52832,0.975114,0.747781,2,7,0,2.53638,0.711416
-1.83212,1,0.747781,2,3,0,2.45003,1.15243
-1.77072,0.995705,0.747781,2,3,0,1.88462,1.4407
-1.90526,0.979509,0.747781,2,3,0,1.96579,1.9644
-3.7092,0.39655,0.747781,1,1,0,3.80089,4.33639
-2.17738,1,0.747781,1,1,0,3.04558,2.46057
-2.05507,1,0.747781,1,1,0,2.21144,2.25863
-1.7796,1,0.747781,2,3,0,2.08368,1.31654
-1.79425,0.97533,0.747781,2,3,0,2.25186,1.25051
-1.78648,1,0.747781,1,1,0,1.79396,1.2812
-1.7782,0.996408,0.747781,2,7,0,1.81641,1.54291
-1.90482,0.940107,0.747781,2,3,0,2.20349,1.96339
-1.90482,0.740289,0.747781,1,3,0,2.97363,1.96339
-2.17853,0.75158,0.747781,1,3,0,3.16856,0.836939
-2.25981,0.982814,0.747781,2,7,0,2.26305,2.58612
-2.13418,1,0.747781,1,1,0,2.32461,2.39175
-2.77414,0.716821,0.747781,1,1,0,2.91488,3.27207
-2.77414,0.0282575,0.747781,1,1,0,4.66737,3.27207
-2.66353,1,0.747781,1,1,0,3.12275,3.13414
-1.89261,0.922137,0.747781,2,3,0,3.19306,1.05696
-1.89878,0.971588,0.747781,1,3,0,2.24927,1.94955
-1.81243,1,0.747781,2,7,0,1.88359,1.19658
-1.81243,0.287666,0.747781,1,1,0,4.62512,1.19658
-1.78703,0.943926,0.747781,3,7,0,2.40243,1.27878
-1.77569,0.984471,0.747781,2,3,0,1.95276,1.52157
-2.12286,0.947224,0.747781,2,7,0,2.12815,0.866413
-4.0423,0.900351,0.747781,3,7,0,4.04242,4.68881
-3.14957,1,0.747781,1,1,0,4.29993,3.71699
-1.92667,1,0.747781,2,3,0,2.61992,2.01176
-1.79547,0.975493,0.747781,1,3,0,2.05742,1.24625
-2.14377,0.976316,0.747781,2,3,0,2.20367,2.40723
-2.07628,1,0.747781,1,1,0,2.21295,2.29538
-2.07628,0.224586,0.747781,1,1,0,3.23945,2.29538
-2.39396,0.215416,0.747781,2,3,0,4.29057,0.750571
-2.07993,0.990095,0.747781,2,3,0,2.77004,0.892083
-1.79339,0.979722,0.747781,1,3,0,2.42393,1.63119
-1.77651,0.769989,0.747781,2,3,0,2.85413,1.52905
-1.78304,0.995227,0.747781,1,3,0,1.80892,1.29748
-3.73666,0.762498,0.747781,3,7,0,4.82855,0.555272
-4.49603,0.993415,0.747781,2,5,0,4.85313,5.15522
-1.8336,1,0.747781,1,1,0,3.23966,1.77881
-5.78377,0.205302,0.747781,3,7,0,6.07226,0.506872
-5.61614,1,0.747781,1,1,0,5.81105,0.508134
-5.44588,1,0.747781,2,3,0,5.64252,0.509655
-5.59518,0.999807,0.747781,1,1,0,5.6277,0.508307
-3.75143,0.999216,0.747781,2,5,0,7.10436,0.554424
-3.84097,0.999269,0.747781,1,1,0,3.88798,0.549571
-3.51685,1,0.747781,1,1,0,3.83797,0.569662
-5.27159,0.977535,0.747781,1,3,0,6.64413,0.511509
-5.33196,0.999903,0.747781,1,1,0,5.39595,0.510829
-5.64991,0.999558,0.747781,1,1,0,5.65162,0.507862
-5.99482,0.999885,0.747781,2,3,0,5.99523,0.505559
-6.00768,0.999997,0.747781,2,3,0,6.09382,0.505488
-4.25969,0.944765,0.747781,1,3,0,7.30703,0.532168
-1.8909,0.99977,0.747781,3,7,0,4.40804,1.05916
-1.97125,0.991107,0.747781,1,1,0,1.9719,0.973445
-1.79059,0.991253,0.747781,2,3,0,2.1186,1.26409
-1.83107,0.9867,0.747781,1,3,0,1.91614,1.77103
-2.07016,0.924814,0.747781,1,1,0,2.07163,2.28486
-2.40543,0.21247,0.747781,2,3,0,4.31916,0.746876
-1.77065,0.914855,0.747781,1,3,0,2.95192,1.43172
-1.82563,0.986499,0.747781,1,3,0,1.85812,1.16588
-1.77106,0.997993,0.747781,1,3,0,1.85308,1.45541
-2.26414,0.945405,0.747781,2,7,0,2.27058,0.79818
-1.78442,0.942865,0.747781,2,7,0,2.78601,1.58436
-2.04698,0.901518,0.747781,1,3,0,2.41495,0.913926
-4.59369,0.864329,0.747781,2,5,0,4.90579,5.25393
-1.96623,1,0.747781,1,1,0,3.26516,2.09349
-5.06791,0.521912,0.747781,3,7,0,5.11321,0.514138
-4.11387,1,0.747781,2,3,0,5.10576,0.53737
-2.98274,0.998794,0.747781,1,3,0,4.56415,0.624366
-1.79662,0.981273,0.747781,3,7,0,3.3615,1.24236
-1.77498,0.997314,0.747781,1,3,0,1.82565,1.51475
-1.85131,0.886104,0.747781,2,3,0,2.52223,1.8302
-2.06516,0.930081,0.747781,1,1,0,2.07097,2.27622
-1.81453,1,0.747781,1,1,0,1.98661,1.71633
-4.02112,0.673922,0.747781,3,7,0,4.02712,0.541123
-1.80726,0.43638,0.747781,3,7,0,4.19487,1.68958
-1.79927,0.983624,0.747781,2,3,0,1.90449,1.65744
-1.78138,1,0.747781,1,1,0,1.7951,1.56549
-1.77922,1,0.747781,1,1,0,1.7823,1.55057
-1.77922,0.94346,0.747781,1,3,0,2.06533,1.55057
-1.78621,0.993217,0.747781,1,3,0,1.82158,1.28237
-2.57849,0.947184,0.747781,2,7,0,2.58674,0.698816
-1.79555,0.982444,0.747781,1,3,0,3.11577,1.24598
-1.7757,0.982004,0.747781,2,3,0,1.99954,1.52167
-2.47733,0.915923,0.747781,2,7,0,2.51052,0.725275
-3.09565,0.984047,0.747781,2,3,0,3.16283,0.609722
-2.08872,0.855305,0.747781,1,3,0,3.58262,0.886593
-1.79519,0.994334,0.747781,1,3,0,2.16176,1.24723
-2.59159,0.884538,0.747781,1,3,0,3.30553,0.695681
-2.5764,0.952916,0.747781,3,7,0,3.0973,0.699322
-2.20405,0.991915,0.747781,2,3,0,2.98629,0.824633
-1.8754,0.970677,0.747781,1,3,0,2.23571,1.08013
-1.78074,0.996808,0.747781,1,3,0,1.88096,1.30983
-1.80291,0.992119,0.747781,1,3,0,1.84885,1.6725
-2.4687,0.718827,0.747781,1,3,0,3.67746,0.727735
-2.24092,0.999849,0.747781,3,7,0,2.41278,2.55795
-1.93426,1,0.747781,1,1,0,2.14968,2.02797
-1.86132,1,0.747781,1,1,0,1.92579,1.85724
-1.85561,1,0.747781,1,1,0,1.88138,1.84197
-1.84982,1,0.747781,1,1,0,1.87388,1.82605
-2.0103,0.948229,0.747781,1,1,0,2.01728,2.178
-2.05165,0.617201,0.747781,2,3,0,2.99142,0.910703
-3.79284,0.94358,0.747781,1,3,0,5.74603,0.552121
-4.04439,0.998153,0.747781,1,1,0,4.05111,0.540146
-3.01957,0.999343,0.747781,1,3,0,4.38064,0.619361
-2.19385,0.817315,0.747781,1,3,0,3.27801,0.829468
-1.77068,0.873201,0.747781,2,3,0,2.95006,1.4371
-1.98351,0.962517,0.747781,2,3,0,2.19562,2.12733
-2.06784,0.77505,0.747781,1,3,0,2.9944,0.899863
-2.16172,0.992846,0.747781,1,1,0,2.16893,0.845434
-1.83239,0.972719,0.747781,1,3,0,2.72128,1.7751
-1.77567,1,0.747781,2,3,0,1.82147,1.34418
-2.16926,0.941486,0.747781,1,3,0,2.45534,0.841585
-1.78284,0.929126,0.747781,1,3,0,2.56746,1.57483
-1.82141,0.859576,0.747781,2,3,0,2.55412,1.73997
-1.8357,0.995942,0.747781,1,1,0,1.84588,1.7852
-1.84324,0.997797,0.747781,1,1,0,1.85872,1.8074
-2.18232,0.95206,0.747781,2,3,0,2.18483,2.4683
-3.24591,0.342854,0.747781,3,7,0,3.82061,0.593114
-3.16536,0.998678,0.747781,2,3,0,3.52984,0.601644
-3.32894,0.997418,0.747781,1,1,0,3.34821,0.585132
-3.35351,0.99966,0.747781,1,1,0,3.42265,0.582915
-2.46155,0.998514,0.747781,2,3,0,3.65858,0.729798
-3.91813,0.415663,0.747781,3,7,0,4.97332,0.545751
-2.88333,0.999059,0.747781,1,3,0,4.27418,0.639104
-3.91462,0.80107,0.747781,1,3,0,4.29074,0.545918
-3.03779,0.980023,0.747781,3,7,0,4.29867,0.61697
-2.1343,0.819799,0.747781,1,3,0,3.38961,0.860029
-2.2036,0.99523,0.747781,1,1,0,2.21978,0.824847
-2.20799,0.999718,0.747781,1,1,0,2.25079,0.822797
-1.77082,0.985966,0.747781,1,3,0,2.50714,1.41414
-2.49735,0.802707,0.747781,1,3,0,3.34848,0.719699
-2.87015,0.94454,0.747781,3,7,0,3.98425,0.641206
-1.87517,1,0.747781,1,3,0,3.51924,1.08045
-1.77695,0.997127,0.747781,1,3,0,1.88692,1.33418
-1.98036,0.962765,0.747781,1,3,0,2.06386,2.12124
-2.11888,0.536954,0.747781,2,3,0,3.15035,0.868675
-2.05366,0.982038,0.747781,2,3,0,2.55094,0.909329
-1.77213,0.992728,0.747781,1,3,0,2.19001,1.38283
-1.77768,0.999111,0.747781,2,3,0,1.78053,1.32901
-1.87041,0.979844,0.747781,1,3,0,1.93396,1.88079
-1.87041,0.614975,0.747781,1,1,0,2.52747,1.88079
-1.87041,0.718999,0.747781,1,1,0,2.36148,1.88079
-1.87041,0.784613,0.747781,1,3,0,2.78553,1.88079
-2.82686,0.822302,0.747781,2,3,0,2.84197,3.33654
-1.98871,1,0.747781,2,3,0,2.56691,0.958337
-1.82404,0.990818,0.747781,1,3,0,1.98693,1.16931
-1.8536,0.980551,0.747781,1,3,0,2.0275,1.83649
-3.87976,0.261907,0.747781,3,7,0,4.54556,0.547611
-2.45452,0.937904,0.747781,2,7,0,3.83758,0.731851
-2.63422,0.992843,0.747781,1,1,0,2.63972,0.685891
-2.78331,0.99532,0.747781,1,1,0,2.7978,0.655998
-2.92838,0.996261,0.747781,1,1,0,2.94667,0.632192
-1.86621,0.949475,0.747781,2,7,0,2.83415,1.09356
-1.80605,0.971145,0.747781,2,3,0,2.08719,1.68495
-1.79909,1,0.747781,1,1,0,1.80962,1.65669
-1.87367,0.979444,0.747781,1,1,0,1.87402,1.88903
-1.87367,0.237914,0.747781,1,1,0,3.20937,1.88903
-1.87367,0.80241,0.747781,1,1,0,2.22881,1.88903
-2.02478,0.794257,0.747781,2,3,0,2.63907,0.929875
-2.0751,0.995731,0.747781,1,1,0,2.08933,0.895159
-1.77524,0.99385,0.747781,1,3,0,2.20402,1.34784
-1.99334,0.961629,0.747781,1,3,0,2.1105,0.954491
-2.10106,0.990262,0.747781,2,3,0,2.21148,0.879089
-1.81167,0.986632,0.747781,1,3,0,2.15232,1.19852
-1.79812,0.988082,0.747781,2,7,0,1.90615,1.6525
-1.82629,0.992458,0.747781,1,1,0,1.8287,1.75594
-2.6894,0.72433,0.747781,1,1,0,2.69041,3.16675
-1.77125,0.824908,0.747781,3,7,0,3.05746,1.39983
-1.77249,0.999432,0.747781,1,3,0,1.7754,1.48472
-1.77065,0.999953,0.747781,1,3,0,1.77284,1.42995
-1.80071,0.99605,0.747781,2,3,0,1.80172,1.22923
-1.77498,0.863933,0.747781,3,7,0,2.82742,1.51468
-2.36397,0.789958,0.747781,1,3,0,3.14015,0.760587
-1.79277,0.953068,0.747781,2,7,0,2.66646,1.25585
-2.01307,0.967729,0.747781,1,3,0,2.08695,0.938744
-3.00053,0.937798,0.747781,2,3,0,3.00063,0.621919
-1.83867,0.831068,0.747781,3,7,0,4.52949,1.13974
-2.04158,0.970084,0.747781,1,3,0,2.06993,0.917707
-3.32885,0.698568,0.747781,3,7,0,3.33832,0.585141
-2.77458,0.996723,0.747781,2,3,0,3.80108,0.657583
-2.5529,1,0.747781,1,1,0,2.76924,0.705122
-1.78894,0.976824,0.747781,2,7,0,2.46153,1.60926
-1.79433,0.987978,0.747781,1,3,0,1.85957,1.25022
-1.78426,0.976813,0.747781,2,3,0,2.28968,1.29143
-2.15624,0.955383,0.747781,1,3,0,2.3756,0.848275
-2.18454,0.998068,0.747781,1,1,0,2.21486,0.833977
-2.34635,0.990213,0.747781,1,1,0,2.34847,0.766724
-1.77182,0.98118,0.747781,1,3,0,2.86226,1.47345
-1.77096,0.993149,0.747781,2,3,0,1.82195,1.40829
-1.83649,0.986135,0.747781,1,3,0,1.86039,1.78756
-2.07769,0.839774,0.747781,1,3,0,2.68895,0.893505
-3.08568,0.943765,0.747781,2,3,0,3.08625,0.610934
-2.32409,0.839016,0.747781,1,3,0,3.26529,0.774766
-1.77081,0.946595,0.747781,1,3,0,2.75107,1.41428
-1.98197,0.970246,0.747781,2,3,0,2.10838,2.12436
-1.82599,1,0.747781,1,1,0,1.93509,1.75497
-2.51927,0.296225,0.747781,2,3,0,3.96531,0.713796
-1.93081,0.936376,0.747781,1,3,0,2.67804,1.01267
-1.84444,0.984473,0.747781,2,3,0,2.17021,1.12918
-1.77348,1,0.747781,2,3,0,1.83748,1.36511
-1.81782,0.989273,0.747781,1,3,0,1.84938,1.72784
-2.04831,0.864974,0.747781,1,3,0,2.55224,0.913
-2.18832,0.98945,0.747781,2,3,0,2.30756,0.832134
-2.13168,1,0.747781,1,1,0,2.20389,0.861479
-2.05988,1,0.747781,1,1,0,2.13728,0.905131
-2.14576,0.993331,0.747781,1,1,0,2.15405,0.853814
